Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-13748,2023-06-25,2023-06-27,Standard Class,CUST-1269,Home Office,United States,Chicago,Texas,West,Furniture,Chairs,Product B,617.27,1,0.05,-95.17
CA-23545,2023-06-26,2023-06-28,First Class,CUST-6724,Consumer,United States,Phoenix,California,East,Technology,Chairs,Product A,269.05,7,0.44,-86.28
CA-76199,2023-06-27,2023-06-29,Standard Class,CUST-6897,Corporate,United States,Chicago,New York,Central,Technology,Chairs,Product C,76.32,6,0.25,180.94
CA-44766,2023-06-28,2023-06-30,First Class,CUST-4432,Home Office,United States,New York,California,East,Furniture,Binders,Product B,37.91,4,0.4,11.63
CA-83530,2023-06-29,2023-07-01,First Class,CUST-7276,Consumer,United States,New York,Arizona,South,Furniture,Binders,Product C,252.3,6,0.18,131.75
CA-71087,2023-06-30,2023-07-02,First Class,CUST-6895,Consumer,United States,New York,California,Central,Office Supplies,Tables,Product C,882.67,6,0.06,-19.09
CA-78840,2023-07-01,2023-07-03,Second Class,CUST-8115,Consumer,United States,Chicago,Texas,South,Office Supplies,Chairs,Product A,421.75,4,0.02,8.1
CA-64384,2023-07-02,2023-07-04,Same Day,CUST-7656,Corporate,United States,Phoenix,New York,Central,Technology,Chairs,Product C,723.13,6,0.14,101.86
CA-61005,2023-07-03,2023-07-05,First Class,CUST-1575,Corporate,United States,New York,Texas,West,Furniture,Storage,Product B,919.1,8,0.12,290.23
CA-56576,2023-07-04,2023-07-06,First Class,CUST-8029,Home Office,United States,Phoenix,New York,South,Furniture,Storage,Product C,413.96,3,0.28,146.51
CA-49353,2023-07-05,2023-07-07,Second Class,CUST-7099,Corporate,United States,Chicago,Arizona,East,Office Supplies,Tables,Product D,199.36,4,0.01,274.46
CA-72003,2023-07-06,2023-07-08,First Class,CUST-4192,Corporate,United States,Phoenix,New York,West,Technology,Chairs,Product C,521.95,1,0.26,283.75
CA-93211,2023-07-07,2023-07-09,Standard Class,CUST-4178,Consumer,United States,Chicago,New York,East,Technology,Tables,Product A,909.0,4,0.2,-16.76
CA-62733,2023-07-08,2023-07-10,Standard Class,CUST-7052,Consumer,United States,Chicago,New York,Central,Office Supplies,Storage,Product B,806.33,9,0.29,24.48
CA-75318,2023-07-09,2023-07-11,Same Day,CUST-3734,Consumer,United States,Houston,California,Central,Furniture,Storage,Product A,75.17,8,0.35,208.0
CA-99474,2023-07-10,2023-07-12,First Class,CUST-7116,Consumer,United States,Chicago,California,East,Office Supplies,Binders,Product D,695.65,4,0.32,246.71
CA-33664,2023-07-11,2023-07-13,Second Class,CUST-4568,Consumer,United States,Chicago,Arizona,East,Office Supplies,Tables,Product C,576.18,7,0.49,107.69
CA-77172,2023-07-12,2023-07-14,Standard Class,CUST-3203,Consumer,United States,Los Angeles,New York,West,Office Supplies,Tables,Product A,908.39,3,0.07,297.29
CA-95616,2023-07-13,2023-07-15,Second Class,CUST-2390,Consumer,United States,New York,Illinois,East,Office Supplies,Chairs,Product A,131.26,9,0.21,-95.37
CA-36736,2023-07-14,2023-07-16,Second Class,CUST-2742,Home Office,United States,Houston,Arizona,South,Furniture,Chairs,Product A,538.7,4,0.21,19.84
CA-10854,2023-07-15,2023-07-17,Standard Class,CUST-2925,Home Office,United States,Houston,New York,South,Office Supplies,Binders,Product A,880.67,2,0.21,149.26
CA-48623,2023-07-16,2023-07-18,Second Class,CUST-1619,Home Office,United States,Houston,New York,East,Furniture,Phones,Product D,415.92,5,0.33,87.72
CA-17392,2023-07-17,2023-07-19,Standard Class,CUST-2274,Home Office,United States,Los Angeles,California,South,Office Supplies,Phones,Product D,487.17,2,0.24,-53.36
CA-65680,2023-07-18,2023-07-20,Second Class,CUST-1956,Consumer,United States,Chicago,Arizona,East,Technology,Phones,Product C,79.76,6,0.26,47.11
CA-56717,2023-07-19,2023-07-21,Standard Class,CUST-2939,Home Office,United States,New York,New York,West,Furniture,Tables,Product C,285.36,1,0.22,-89.82
CA-97092,2023-07-20,2023-07-22,First Class,CUST-4953,Consumer,United States,Phoenix,New York,South,Technology,Tables,Product B,331.26,6,0.5,157.1
CA-60859,2023-07-21,2023-07-23,Same Day,CUST-1968,Home Office,United States,Chicago,Arizona,South,Office Supplies,Storage,Product D,945.67,4,0.46,257.1
CA-36309,2023-07-22,2023-07-24,Standard Class,CUST-1281,Corporate,United States,Los Angeles,Illinois,East,Office Supplies,Tables,Product A,289.84,3,0.15,253.95
CA-97455,2023-07-23,2023-07-25,Standard Class,CUST-7262,Home Office,United States,Chicago,Arizona,South,Office Supplies,Tables,Product A,466.26,2,0.06,179.82
CA-73734,2023-07-24,2023-07-26,Same Day,CUST-2058,Home Office,United States,Chicago,Arizona,Central,Furniture,Tables,Product B,674.59,7,0.42,86.31
CA-80467,2023-07-25,2023-07-27,Standard Class,CUST-5293,Consumer,United States,Los Angeles,Illinois,West,Technology,Binders,Product A,170.56,9,0.5,104.81
CA-62662,2023-07-26,2023-07-28,Standard Class,CUST-6178,Home Office,United States,Houston,Arizona,West,Furniture,Tables,Product B,491.58,3,0.15,-45.23
CA-22688,2023-07-27,2023-07-29,Second Class,CUST-7980,Corporate,United States,Houston,New York,South,Furniture,Chairs,Product C,741.15,6,0.18,36.41
CA-35342,2023-07-28,2023-07-30,Same Day,CUST-2229,Consumer,United States,New York,Arizona,South,Office Supplies,Chairs,Product D,868.19,9,0.47,-24.91
CA-47157,2023-07-29,2023-07-31,First Class,CUST-5585,Consumer,United States,New York,Illinois,Central,Technology,Storage,Product B,630.0,2,0.36,228.48
CA-77863,2023-07-30,2023-08-01,Standard Class,CUST-9467,Home Office,United States,Houston,Texas,Central,Office Supplies,Binders,Product A,672.36,7,0.15,265.9
CA-62083,2023-07-31,2023-08-02,Same Day,CUST-3740,Consumer,United States,Phoenix,Arizona,South,Furniture,Chairs,Product B,135.02,5,0.29,114.77
CA-75733,2023-08-01,2023-08-03,Second Class,CUST-3289,Consumer,United States,Chicago,California,South,Office Supplies,Binders,Product C,946.32,5,0.47,191.11
CA-99045,2023-08-02,2023-08-04,First Class,CUST-2239,Consumer,United States,Phoenix,New York,Central,Technology,Binders,Product A,141.25,7,0.41,-51.41
CA-44698,2023-08-03,2023-08-05,Same Day,CUST-6370,Consumer,United States,Chicago,New York,East,Office Supplies,Storage,Product C,776.93,9,0.37,143.41
CA-90623,2023-08-04,2023-08-06,First Class,CUST-1125,Consumer,United States,Houston,California,Central,Technology,Binders,Product C,272.17,4,0.37,181.12
CA-32671,2023-08-05,2023-08-07,First Class,CUST-8473,Consumer,United States,New York,California,East,Technology,Tables,Product B,934.26,9,0.09,81.11
CA-35184,2023-08-06,2023-08-08,First Class,CUST-6342,Corporate,United States,New York,Arizona,West,Office Supplies,Binders,Product C,722.76,9,0.41,-2.69
CA-52107,2023-08-07,2023-08-09,Standard Class,CUST-8351,Home Office,United States,Phoenix,California,West,Furniture,Storage,Product A,756.28,4,0.14,250.95
CA-96202,2023-08-08,2023-08-10,Standard Class,CUST-7638,Corporate,United States,New York,Texas,Central,Office Supplies,Storage,Product C,226.87,3,0.47,197.16
CA-61663,2023-08-09,2023-08-11,Second Class,CUST-7570,Consumer,United States,Houston,Illinois,East,Furniture,Storage,Product C,448.61,2,0.18,259.94
CA-25708,2023-08-10,2023-08-12,Second Class,CUST-4249,Consumer,United States,Phoenix,California,Central,Furniture,Chairs,Product B,621.64,9,0.43,227.36
CA-59811,2023-08-11,2023-08-13,Same Day,CUST-8595,Home Office,United States,Chicago,California,Central,Office Supplies,Tables,Product C,772.27,2,0.13,296.15
CA-12811,2023-08-12,2023-08-14,Second Class,CUST-7294,Corporate,United States,New York,Texas,East,Furniture,Chairs,Product D,112.92,6,0.26,-23.13
CA-66250,2023-08-13,2023-08-15,First Class,CUST-7527,Home Office,United States,Los Angeles,New York,Central,Furniture,Phones,Product B,962.74,5,0.05,-65.3
CA-82082,2023-08-14,2023-08-16,First Class,CUST-6757,Corporate,United States,New York,New York,West,Office Supplies,Tables,Product B,891.32,5,0.33,34.8
CA-44754,2023-08-15,2023-08-17,Standard Class,CUST-2969,Consumer,United States,Chicago,Arizona,South,Office Supplies,Binders,Product A,277.65,4,0.42,-48.4
CA-21411,2023-08-16,2023-08-18,First Class,CUST-1891,Home Office,United States,Phoenix,Texas,South,Office Supplies,Storage,Product A,824.53,6,0.36,109.25
CA-12911,2023-08-17,2023-08-19,Same Day,CUST-5470,Home Office,United States,Chicago,Illinois,Central,Furniture,Phones,Product A,523.14,5,0.26,153.21
CA-77270,2023-08-18,2023-08-20,First Class,CUST-8175,Consumer,United States,Los Angeles,Illinois,East,Technology,Tables,Product A,467.19,4,0.02,131.32
CA-93763,2023-08-19,2023-08-21,First Class,CUST-9320,Home Office,United States,Houston,Texas,East,Furniture,Chairs,Product D,321.29,9,0.47,3.7
CA-18680,2023-08-20,2023-08-22,Same Day,CUST-7812,Corporate,United States,New York,Illinois,West,Technology,Storage,Product B,585.16,6,0.35,263.53
CA-94896,2023-08-21,2023-08-23,Second Class,CUST-8519,Corporate,United States,Phoenix,New York,East,Office Supplies,Chairs,Product C,732.59,3,0.37,-91.53
CA-93879,2023-08-22,2023-08-24,Second Class,CUST-5612,Corporate,United States,Houston,Illinois,East,Technology,Tables,Product A,416.82,6,0.4,39.21
CA-81295,2023-08-23,2023-08-25,Same Day,CUST-2198,Corporate,United States,Chicago,Illinois,West,Office Supplies,Tables,Product A,632.93,1,0.37,187.6
CA-98614,2023-08-24,2023-08-26,Standard Class,CUST-6238,Consumer,United States,Phoenix,Texas,Central,Office Supplies,Phones,Product A,702.32,5,0.22,206.77
CA-21111,2023-08-25,2023-08-27,First Class,CUST-7089,Home Office,United States,Houston,Texas,South,Technology,Binders,Product C,714.01,6,0.37,66.45
CA-47504,2023-08-26,2023-08-28,Same Day,CUST-7257,Corporate,United States,Phoenix,Illinois,West,Office Supplies,Chairs,Product A,61.45,8,0.31,-93.24
CA-11802,2023-08-27,2023-08-29,First Class,CUST-8705,Consumer,United States,Los Angeles,California,Central,Technology,Phones,Product C,861.15,9,0.43,147.22
CA-18155,2023-08-28,2023-08-30,Standard Class,CUST-4719,Home Office,United States,Los Angeles,Texas,West,Office Supplies,Storage,Product B,463.67,3,0.4,-74.76
CA-83656,2023-08-29,2023-08-31,First Class,CUST-1302,Home Office,United States,New York,Arizona,Central,Furniture,Binders,Product B,269.79,2,0.02,-56.86
CA-49384,2023-08-30,2023-09-01,Same Day,CUST-1986,Consumer,United States,New York,Arizona,West,Furniture,Phones,Product B,249.35,4,0.19,160.1
CA-57254,2023-08-31,2023-09-02,First Class,CUST-5440,Consumer,United States,Los Angeles,New York,Central,Office Supplies,Chairs,Product D,488.18,8,0.02,25.0
CA-31918,2023-09-01,2023-09-03,Second Class,CUST-5909,Corporate,United States,Phoenix,Illinois,West,Office Supplies,Tables,Product C,887.96,8,0.05,39.21
CA-95981,2023-09-02,2023-09-04,Standard Class,CUST-4072,Home Office,United States,Los Angeles,California,Central,Technology,Storage,Product A,384.56,3,0.3,94.72
CA-70713,2023-09-03,2023-09-05,Standard Class,CUST-4124,Home Office,United States,New York,New York,West,Furniture,Chairs,Product A,752.23,4,0.44,291.43
CA-40306,2023-09-04,2023-09-06,Standard Class,CUST-9125,Consumer,United States,Los Angeles,Illinois,South,Technology,Binders,Product A,105.85,3,0.06,286.18
CA-26646,2023-09-05,2023-09-07,Same Day,CUST-4291,Home Office,United States,Los Angeles,Texas,South,Office Supplies,Binders,Product A,481.3,2,0.23,66.5
CA-56843,2023-09-06,2023-09-08,Standard Class,CUST-5033,Corporate,United States,Phoenix,Arizona,East,Office Supplies,Tables,Product D,991.77,4,0.46,6.2
CA-26371,2023-09-07,2023-09-09,Second Class,CUST-6105,Home Office,United States,Houston,California,Central,Technology,Tables,Product A,772.73,6,0.41,21.04
CA-87371,2023-09-08,2023-09-10,Same Day,CUST-1703,Consumer,United States,New York,Arizona,West,Office Supplies,Storage,Product D,218.42,5,0.26,7.51
CA-12049,2023-09-09,2023-09-11,Second Class,CUST-9133,Consumer,United States,Phoenix,Texas,Central,Furniture,Storage,Product C,506.43,3,0.39,112.9
CA-41616,2023-09-10,2023-09-12,First Class,CUST-1574,Corporate,United States,Los Angeles,Illinois,South,Technology,Tables,Product B,241.29,2,0.26,142.74
CA-30932,2023-09-11,2023-09-13,First Class,CUST-6704,Corporate,United States,Los Angeles,Texas,Central,Furniture,Tables,Product A,415.47,9,0.08,95.51
CA-39855,2023-09-12,2023-09-14,First Class,CUST-8848,Home Office,United States,Houston,Texas,West,Furniture,Binders,Product B,782.28,1,0.06,63.2
CA-71434,2023-09-13,2023-09-15,First Class,CUST-6208,Home Office,United States,New York,Arizona,Central,Furniture,Tables,Product C,773.51,9,0.09,-15.49
CA-82694,2023-09-14,2023-09-16,Second Class,CUST-7924,Consumer,United States,New York,California,West,Technology,Phones,Product C,235.82,1,0.18,93.0
CA-53016,2023-09-15,2023-09-17,Same Day,CUST-4828,Corporate,United States,Chicago,Texas,South,Office Supplies,Chairs,Product A,923.0,7,0.47,36.44
CA-17400,2023-09-16,2023-09-18,Same Day,CUST-4230,Corporate,United States,New York,Arizona,South,Furniture,Tables,Product C,596.64,6,0.4,116.64
CA-52642,2023-09-17,2023-09-19,Standard Class,CUST-1488,Corporate,United States,Houston,California,South,Furniture,Storage,Product B,386.13,7,0.22,170.08
CA-25151,2023-09-18,2023-09-20,Second Class,CUST-8114,Home Office,United States,Chicago,Illinois,East,Furniture,Phones,Product A,506.92,3,0.25,153.32
CA-61407,2023-09-19,2023-09-21,First Class,CUST-4173,Corporate,United States,Chicago,Illinois,South,Office Supplies,Storage,Product D,609.02,3,0.13,85.0
CA-76690,2023-09-20,2023-09-22,Second Class,CUST-2667,Consumer,United States,Los Angeles,New York,Central,Office Supplies,Phones,Product A,564.29,1,0.35,122.42
CA-14499,2023-09-21,2023-09-23,Standard Class,CUST-5114,Consumer,United States,Los Angeles,Arizona,East,Technology,Tables,Product B,491.54,4,0.4,13.94
CA-16295,2023-09-22,2023-09-24,Standard Class,CUST-4553,Home Office,United States,New York,California,South,Office Supplies,Chairs,Product A,509.88,2,0.12,-90.3
CA-69040,2023-09-23,2023-09-25,Second Class,CUST-8761,Home Office,United States,Chicago,Texas,Central,Technology,Storage,Product A,184.65,8,0.02,150.01
CA-22183,2023-09-24,2023-09-26,Second Class,CUST-2000,Corporate,United States,Los Angeles,Illinois,Central,Technology,Phones,Product B,814.61,3,0.31,1.03
CA-39299,2023-09-25,2023-09-27,Second Class,CUST-2388,Home Office,United States,Houston,California,Central,Technology,Binders,Product A,546.34,7,0.28,167.58
CA-22874,2023-09-26,2023-09-28,Same Day,CUST-6450,Consumer,United States,Los Angeles,Arizona,West,Technology,Tables,Product A,139.77,7,0.2,198.8
CA-42711,2023-09-27,2023-09-29,First Class,CUST-4712,Corporate,United States,Los Angeles,New York,East,Technology,Chairs,Product B,768.5,9,0.32,266.37
CA-15539,2023-09-28,2023-09-30,Second Class,CUST-2367,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,Product C,933.12,6,0.28,283.25
CA-63351,2023-09-29,2023-10-01,Second Class,CUST-9189,Corporate,United States,Chicago,California,West,Office Supplies,Binders,Product B,947.83,1,0.13,-95.79
CA-71267,2023-09-30,2023-10-02,Second Class,CUST-1454,Home Office,United States,Phoenix,California,South,Furniture,Chairs,Product A,375.33,8,0.2,296.15
CA-58354,2023-10-01,2023-10-03,Standard Class,CUST-3772,Corporate,United States,Houston,California,Central,Technology,Binders,Product D,144.16,1,0.21,173.21
CA-12557,2023-10-02,2023-10-04,Standard Class,CUST-4726,Corporate,United States,Chicago,Arizona,West,Office Supplies,Tables,Product D,523.22,3,0.44,157.41
CA-48360,2023-10-03,2023-10-05,Same Day,CUST-8232,Consumer,United States,New York,Arizona,Central,Furniture,Phones,Product B,121.48,5,0.48,-93.91
CA-92018,2023-10-04,2023-10-06,First Class,CUST-5806,Consumer,United States,Houston,Arizona,East,Furniture,Tables,Product D,934.65,8,0.45,244.49
CA-12200,2023-10-05,2023-10-07,Same Day,CUST-3190,Corporate,United States,Houston,Texas,East,Technology,Tables,Product A,191.74,9,0.36,-41.8
CA-78497,2023-10-06,2023-10-08,First Class,CUST-3875,Home Office,United States,Chicago,California,South,Furniture,Tables,Product A,260.24,7,0.29,234.93
CA-56975,2023-10-07,2023-10-09,Standard Class,CUST-6592,Home Office,United States,Houston,Illinois,Central,Furniture,Storage,Product B,412.57,9,0.34,-93.77
CA-31357,2023-10-08,2023-10-10,Standard Class,CUST-2440,Consumer,United States,Chicago,Arizona,West,Furniture,Binders,Product A,389.33,3,0.47,158.39
CA-87505,2023-10-09,2023-10-11,Standard Class,CUST-9927,Home Office,United States,Los Angeles,Arizona,South,Furniture,Binders,Product C,796.72,5,0.12,73.92
CA-12869,2023-10-10,2023-10-12,Same Day,CUST-7059,Consumer,United States,Phoenix,California,Central,Furniture,Binders,Product A,461.75,8,0.27,-19.69
CA-71135,2023-10-11,2023-10-13,Second Class,CUST-8010,Home Office,United States,Los Angeles,Arizona,South,Technology,Storage,Product B,179.06,1,0.34,-56.98
CA-60108,2023-10-12,2023-10-14,Second Class,CUST-8117,Corporate,United States,Chicago,Texas,West,Technology,Phones,Product C,274.54,8,0.34,76.05
CA-48467,2023-10-13,2023-10-15,Standard Class,CUST-3989,Consumer,United States,Chicago,Texas,South,Furniture,Tables,Product C,514.02,7,0.13,-50.68
CA-33328,2023-10-14,2023-10-16,Second Class,CUST-7228,Consumer,United States,Los Angeles,Arizona,South,Technology,Phones,Product D,155.98,1,0.29,94.58
CA-96831,2023-10-15,2023-10-17,Second Class,CUST-7471,Corporate,United States,New York,California,South,Technology,Storage,Product A,615.54,6,0.4,150.09
CA-13987,2023-10-16,2023-10-18,Same Day,CUST-3863,Consumer,United States,New York,California,Central,Office Supplies,Binders,Product B,570.09,1,0.24,230.95
CA-68871,2023-10-17,2023-10-19,First Class,CUST-2177,Home Office,United States,New York,California,West,Furniture,Tables,Product D,717.56,2,0.4,171.46
CA-32399,2023-10-18,2023-10-20,Standard Class,CUST-5760,Home Office,United States,Chicago,New York,East,Technology,Chairs,Product D,938.33,5,0.18,-73.92
CA-56214,2023-10-19,2023-10-21,Standard Class,CUST-1011,Consumer,United States,Houston,Arizona,Central,Technology,Chairs,Product A,913.13,2,0.47,22.97
CA-96416,2023-10-20,2023-10-22,Same Day,CUST-6252,Home Office,United States,Chicago,California,East,Furniture,Phones,Product A,946.61,1,0.27,15.19
CA-80271,2023-10-21,2023-10-23,Same Day,CUST-5399,Consumer,United States,Houston,Texas,East,Office Supplies,Binders,Product B,252.27,6,0.3,266.01
CA-54064,2023-10-22,2023-10-24,Second Class,CUST-9234,Corporate,United States,Los Angeles,Illinois,Central,Furniture,Chairs,Product D,140.25,8,0.02,247.11
CA-80091,2023-10-23,2023-10-25,Standard Class,CUST-6445,Consumer,United States,Phoenix,Illinois,Central,Office Supplies,Phones,Product B,309.25,8,0.09,48.06
CA-50818,2023-10-24,2023-10-26,First Class,CUST-7570,Corporate,United States,Houston,California,West,Furniture,Storage,Product D,896.13,8,0.32,-71.54
CA-55525,2023-10-25,2023-10-27,Same Day,CUST-9212,Home Office,United States,New York,Illinois,West,Furniture,Phones,Product D,972.33,6,0.21,257.64
CA-29830,2023-10-26,2023-10-28,First Class,CUST-1406,Corporate,United States,Chicago,Illinois,South,Furniture,Phones,Product D,860.73,3,0.25,255.28
CA-27429,2023-10-27,2023-10-29,First Class,CUST-5431,Home Office,United States,Los Angeles,New York,East,Furniture,Phones,Product A,118.92,1,0.03,241.9
CA-16893,2023-10-28,2023-10-30,Standard Class,CUST-6243,Consumer,United States,New York,Texas,West,Office Supplies,Tables,Product D,947.95,2,0.42,238.03
CA-89909,2023-10-29,2023-10-31,Standard Class,CUST-7542,Home Office,United States,Los Angeles,Texas,South,Office Supplies,Phones,Product D,429.12,5,0.39,92.1
CA-57333,2023-10-30,2023-11-01,Same Day,CUST-7936,Consumer,United States,Phoenix,New York,West,Technology,Phones,Product D,19.22,5,0.09,-29.03
CA-13436,2023-10-31,2023-11-02,Standard Class,CUST-9906,Consumer,United States,Chicago,New York,Central,Furniture,Tables,Product C,447.97,1,0.32,91.0
CA-84290,2023-11-01,2023-11-03,Standard Class,CUST-5146,Corporate,United States,Chicago,Illinois,West,Office Supplies,Tables,Product A,55.61,1,0.41,97.84
CA-86213,2023-11-02,2023-11-04,Standard Class,CUST-1140,Corporate,United States,Phoenix,Arizona,East,Office Supplies,Storage,Product C,548.44,9,0.32,95.97
CA-15895,2023-11-03,2023-11-05,First Class,CUST-5882,Corporate,United States,Chicago,Illinois,West,Office Supplies,Binders,Product A,345.17,2,0.16,115.51
CA-29738,2023-11-04,2023-11-06,Same Day,CUST-7012,Corporate,United States,Houston,New York,East,Furniture,Chairs,Product B,478.7,7,0.33,3.06
CA-40746,2023-11-05,2023-11-07,Second Class,CUST-1963,Home Office,United States,Los Angeles,Texas,Central,Technology,Chairs,Product C,617.04,4,0.11,46.5
CA-59377,2023-11-06,2023-11-08,First Class,CUST-8151,Home Office,United States,New York,Illinois,East,Office Supplies,Phones,Product B,870.11,7,0.16,73.67
CA-58404,2023-11-07,2023-11-09,Standard Class,CUST-9564,Home Office,United States,Phoenix,Arizona,West,Furniture,Storage,Product D,665.28,8,0.12,-47.55
CA-64045,2023-11-08,2023-11-10,First Class,CUST-4610,Consumer,United States,Houston,Illinois,South,Office Supplies,Phones,Product B,439.71,5,0.28,82.15
CA-49790,2023-11-09,2023-11-11,Standard Class,CUST-7894,Home Office,United States,New York,California,Central,Office Supplies,Chairs,Product B,821.23,1,0.05,224.19
CA-15600,2023-11-10,2023-11-12,Standard Class,CUST-8311,Home Office,United States,New York,Illinois,West,Technology,Tables,Product B,906.53,4,0.47,231.22
CA-50764,2023-11-11,2023-11-13,First Class,CUST-1105,Home Office,United States,Phoenix,New York,Central,Office Supplies,Binders,Product B,128.56,3,0.17,64.63
CA-84543,2023-11-12,2023-11-14,Same Day,CUST-6539,Corporate,United States,Houston,Texas,Central,Office Supplies,Storage,Product A,536.61,5,0.11,107.52
CA-55714,2023-11-13,2023-11-15,Standard Class,CUST-7787,Home Office,United States,New York,Texas,West,Furniture,Tables,Product C,291.67,6,0.25,-86.54
CA-66835,2023-11-14,2023-11-16,Same Day,CUST-3137,Consumer,United States,New York,New York,West,Furniture,Binders,Product A,56.59,2,0.14,169.77
CA-83744,2023-11-15,2023-11-17,Second Class,CUST-5445,Corporate,United States,Houston,California,South,Technology,Storage,Product A,671.86,7,0.27,61.84
CA-66491,2023-11-16,2023-11-18,Standard Class,CUST-4530,Consumer,United States,Chicago,New York,Central,Furniture,Storage,Product A,864.14,3,0.17,78.19
CA-28589,2023-11-17,2023-11-19,Same Day,CUST-2286,Home Office,United States,New York,Illinois,Central,Furniture,Chairs,Product B,171.27,1,0.07,249.47
CA-53484,2023-11-18,2023-11-20,Same Day,CUST-8052,Corporate,United States,Los Angeles,New York,West,Technology,Tables,Product A,814.29,3,0.13,84.73
CA-92989,2023-11-19,2023-11-21,Second Class,CUST-4654,Consumer,United States,Houston,New York,East,Office Supplies,Storage,Product C,854.86,9,0.22,-91.52
CA-46212,2023-11-20,2023-11-22,Same Day,CUST-8102,Home Office,United States,New York,California,West,Technology,Storage,Product A,915.2,6,0.02,-9.0
CA-53525,2023-11-21,2023-11-23,Same Day,CUST-3359,Consumer,United States,Phoenix,Illinois,Central,Furniture,Binders,Product D,272.63,6,0.39,90.25
CA-57202,2023-11-22,2023-11-24,Second Class,CUST-9105,Consumer,United States,Los Angeles,Arizona,West,Technology,Chairs,Product B,904.91,4,0.31,69.76
CA-42635,2023-11-23,2023-11-25,Standard Class,CUST-9636,Consumer,United States,New York,Arizona,South,Office Supplies,Phones,Product D,327.46,8,0.3,244.15
CA-73208,2023-11-24,2023-11-26,Same Day,CUST-7441,Home Office,United States,Los Angeles,Texas,East,Technology,Chairs,Product C,556.81,5,0.27,116.86
CA-43828,2023-11-25,2023-11-27,Same Day,CUST-6047,Home Office,United States,Los Angeles,New York,West,Furniture,Phones,Product C,60.0,7,0.3,175.85
CA-28711,2023-11-26,2023-11-28,Same Day,CUST-9227,Consumer,United States,Chicago,Texas,South,Furniture,Tables,Product C,53.44,9,0.47,87.73
CA-13420,2023-11-27,2023-11-29,First Class,CUST-6203,Corporate,United States,Los Angeles,California,Central,Technology,Tables,Product C,723.17,5,0.0,75.86
CA-10301,2023-11-28,2023-11-30,Second Class,CUST-2798,Corporate,United States,Chicago,Arizona,West,Office Supplies,Storage,Product A,450.04,5,0.02,78.51
CA-55236,2023-11-29,2023-12-01,First Class,CUST-6291,Home Office,United States,Houston,New York,Central,Technology,Tables,Product B,263.73,4,0.1,64.37
CA-76235,2023-11-30,2023-12-02,Second Class,CUST-6495,Home Office,United States,Chicago,California,South,Office Supplies,Storage,Product C,198.51,6,0.08,115.43
CA-64240,2023-12-01,2023-12-03,Standard Class,CUST-7284,Home Office,United States,Phoenix,California,Central,Office Supplies,Chairs,Product D,673.25,2,0.09,0.18
CA-75726,2023-12-02,2023-12-04,Standard Class,CUST-8285,Home Office,United States,New York,New York,South,Technology,Tables,Product C,10.4,3,0.34,256.42
CA-20492,2023-12-03,2023-12-05,Same Day,CUST-2300,Home Office,United States,Houston,California,South,Office Supplies,Chairs,Product B,807.83,1,0.23,33.23
CA-16102,2023-12-04,2023-12-06,Second Class,CUST-7869,Corporate,United States,Houston,New York,South,Furniture,Chairs,Product D,88.46,2,0.5,-40.99
CA-60336,2023-12-05,2023-12-07,Standard Class,CUST-4097,Home Office,United States,Phoenix,New York,West,Technology,Tables,Product D,199.57,2,0.11,-61.38
CA-95314,2023-12-06,2023-12-08,Second Class,CUST-5616,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Chairs,Product D,392.37,8,0.16,-94.63
CA-36641,2023-12-07,2023-12-09,Standard Class,CUST-1009,Consumer,United States,New York,Texas,Central,Furniture,Tables,Product A,490.01,8,0.49,69.14
CA-44584,2023-12-08,2023-12-10,First Class,CUST-6752,Corporate,United States,Chicago,California,East,Technology,Tables,Product C,361.45,2,0.42,-24.96
CA-42745,2023-12-09,2023-12-11,Standard Class,CUST-7295,Consumer,United States,Los Angeles,California,East,Furniture,Tables,Product A,327.51,6,0.23,-91.34
CA-33093,2023-12-10,2023-12-12,First Class,CUST-5815,Corporate,United States,Chicago,Illinois,East,Furniture,Phones,Product D,964.28,5,0.28,108.01
CA-76105,2023-12-11,2023-12-13,Standard Class,CUST-2072,Corporate,United States,Houston,Illinois,East,Furniture,Chairs,Product A,645.16,3,0.42,171.99
CA-61885,2023-12-12,2023-12-14,Same Day,CUST-4225,Consumer,United States,New York,Illinois,Central,Office Supplies,Binders,Product A,33.2,5,0.24,-65.7
CA-46631,2023-12-13,2023-12-15,First Class,CUST-2316,Home Office,United States,Chicago,Arizona,South,Technology,Tables,Product A,435.87,5,0.1,84.37
CA-82991,2023-12-14,2023-12-16,Standard Class,CUST-6699,Consumer,United States,New York,Arizona,South,Technology,Chairs,Product C,876.26,5,0.41,197.45
CA-14014,2023-12-15,2023-12-17,Same Day,CUST-7807,Consumer,United States,New York,Arizona,West,Office Supplies,Storage,Product D,308.44,3,0.27,294.32
CA-21093,2023-12-16,2023-12-18,First Class,CUST-7674,Corporate,United States,Los Angeles,New York,South,Technology,Tables,Product D,103.61,3,0.08,166.88
CA-28070,2023-12-17,2023-12-19,Same Day,CUST-4683,Consumer,United States,Los Angeles,California,Central,Furniture,Tables,Product C,760.8,4,0.25,-2.06
